meallion-livekit  | 2026-03-09T12:14:33.215Z	INFO	livekit	server/main.go:208	starting in development mode
meallion-livekit  | 2026-03-09T12:25:18.490Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "248.065µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:23.524Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "280.102µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:28.552Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "276.142µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:33.568Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "313.747µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:38.588Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "281.831µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:43.623Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "210.841µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:48.657Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "271.876µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:53.688Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "277.991µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:25:58.717Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "222.391µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:03.750Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "268.8µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:08.776Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "300.408µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:13.804Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "277.27µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:18.839Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "328.791µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:23.874Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "547.497µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:28.903Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "293.561µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:33.933Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "340.857µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:38.964Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "219.766µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:43.985Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "347.228µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:49.006Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "232.76µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:54.035Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "387.065µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:26:59.067Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "376.176µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:27:04.096Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "284.229µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:27:09.127Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "590.724µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:27:14.155Z	INFO	livekit.api	service/twirp.go:124	API RoomService.ListRooms	{"service": "RoomService", "method": "ListRooms", "room": [], "duration": "230.92µs", "status": "200"}
meallion-livekit  | 2026-03-09T12:47:53.721Z	INFO	livekit	service/roomallocator.go:164	selected node for room	{"room": "web-1773060473370", "selectedNodeID": "ND_ALMuejYXBgjz"}
meallion-livekit  | 2026-03-09T12:47:53.727Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "room": "web-1773060473370", "nodeID": "ND_ALMuejYXBgjz", "numParticipants": 0, "participantInit": {"Identity": "user-lgiakb7", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": true, "Client": {"sdk": "JS", "version": "2.16.1", "protocol": 16, "os": "Windows", "osVersion": "10", "deviceModel": "Other", "browser": "Chrome", "browserVersion": "145.0.0"}, "Grants": {"Identity": "", "Kind": "", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773060473370", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": "not-set", "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": false, "CanSubscribeMetrics": "not-set"}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773060473370"}}}
meallion-livekit  | 2026-03-09T12:47:53.747Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:47:53.751Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:51636->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:47:53.772Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:57227->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:47:53.790Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:53.790Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:53.790Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:53.793Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:50715->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:53.796Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:57116->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:53.834Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "publisherCandidates": ["[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][selected:1][trickle] udp4 host 172.18.0.3:50960 (resolved: 172.18.0.3:50960)", "[remote][selected:1][trickle] udp4 host 172.30.64.1:56815", "[remote][trickle] udp4 host 192.168.29.80:56816", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:496b:3c36:ae41:e...:56817", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:56818"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:50904 (resolved: 172.18.0.3:50904)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[remote][selected:1][trickle] udp4 host 172.30.64.1:53611", "[remote][trickle] udp4 host 192.168.29.80:53612", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:496b:3c36:ae41:e...:53613", "[remote][trickle] udp6 host 2405:201:5c0a:21bb:579c:e079:1497:4...:53614"], "connectionType": "udp"}
meallion-livekit  | 2026-03-09T12:47:53.946Z	INFO	livekit.agents	service/agentservice.go:384	assigned job to worker	{"jobID": "AJ_HdXYVBiiCvgr", "namespace": "", "agentName": "", "room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "workerID": "AW_aRcpTXaPBjZy"}
meallion-livekit  | 2026-03-09T12:47:54.409Z	INFO	livekit	service/roommanager.go:405	starting RTC session	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "room": "web-1773060473370", "nodeID": "ND_ALMuejYXBgjz", "numParticipants": 1, "participantInit": {"Identity": "agent-AJ_HdXYVBiiCvgr", "Reconnect": false, "ReconnectReason": "RR_UNKNOWN", "AutoSubscribe": false, "Client": {"sdk": "PYTHON", "version": "1.1.2", "protocol": 16}, "Grants": {"Identity": "", "Kind": "agent", "Video": {"RoomCreate": false, "RoomList": false, "RoomRecord": false, "RoomAdmin": false, "RoomJoin": true, "Room": "web-1773060473370", "CanPublish": true, "CanSubscribe": true, "CanPublishData": true, "CanPublishSources": [], "CanUpdateOwnMetadata": true, "IngressAdmin": false, "Hidden": false, "Recorder": false, "Agent": true, "CanSubscribeMetrics": false}, "SIP": {}, "RoomConfig": {}, "RoomPreset": ""}, "Region": "", "AdaptiveStream": false, "ID": "", "SubscriberAllowPause": "not-set", "DisableICELite": false, "CreateRoom": {"name": "web-1773060473370"}}}
meallion-livekit  | 2026-03-09T12:47:54.442Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:59628->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:47:54.471Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:50242->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:47:55.068Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:55.068Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:55.069Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/agent.go:468	Failed to ping without candidate pairs. Connection is not possible yet.	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:55.117Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun.l.google.com:19302: write udp6 [::]:54167->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:55.121Z	WARN	livekit.transport.pion.ice	v4@v4.0.3/gather.go:31	failed to get server reflexive address udp6 stun:stun1.l.google.com:19302: write udp6 [::]:56725->[2001:4860:4864:5:8000::1]:19302: sendto: network is unreachable	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "transport": "PUBLISHER"}
meallion-livekit  | 2026-03-09T12:47:55.542Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "kind": "audio", "trackID": "TR_AMboNTGuuwBN8k", "webrtcTrackID": "0a7197fe-eac9-4116-8cc1-6a0e32821e5f", "rid": "", "SSRC": 2783663523, "mime": "audio/red", "trackInfo": {"sid": "TR_AMboNTGuuwBN8k", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773060475538400}}, "fromSdp": true}
meallion-livekit  | 2026-03-09T12:47:57.304Z	INFO	livekit	rtc/room.go:469	participant active	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:58151 (resolved: 172.18.0.3:58151)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:50584 related 0.0.0.0:54772 (resolved: 49.36.243.72:50584)", "[local][trickle] udp4 srflx 49.36.243.72:50585 related 0.0.0.0:53925 (resolved: 49.36.243.72:50585)", "[local][trickle] udp4 srflx 49.36.243.72:50586 related 0.0.0.0:56053 (resolved: 49.36.243.72:50586)", "[remote][selected:1][trickle] udp4 host 172.18.0.4:57416", "[remote][trickle] udp4 srflx 49.36.243...:50583  related 172.18.0.4:57416", "[remote][trickle] udp4 srflx 49.36.243...:50587  related 172.18.0.4:57416", "[remote][trickle] tcp4 host 172.18.0.4:36829"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.18.0.3:53180 (resolved: 172.18.0.3:53180)", "[local][trickle] tcp4 host 172.18.0.3:7881 (resolved: 172.18.0.3:7881)", "[local][trickle] udp4 srflx 49.36.243.72:50580 related 0.0.0.0:53878 (resolved: 49.36.243.72:50580)", "[local][trickle] udp4 srflx 49.36.243.72:50582 related 0.0.0.0:59952 (resolved: 49.36.243.72:50582)", "[local][trickle] udp4 srflx 49.36.243.72:50581 related 0.0.0.0:54391 (resolved: 49.36.243.72:50581)", "[remote][trickle] udp4 host 172.18.0.4:52037", "[remote][selected:1][trickle] udp4 prflx 172.18.0.4:52037"], "connectionType": "udp"}
meallion-livekit  | 2026-03-09T12:48:16.202Z	INFO	livekit.pub	rtc/participant.go:1791	mediaTrack published	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "kind": "audio", "trackID": "TR_AMWVJPVbdoboJ8", "webrtcTrackID": "3d616576-1173-4790-9559-c7da1ad8d1d5", "rid": "", "SSRC": 2008047276, "mime": "audio/red", "trackInfo": {"sid": "TR_AMWVJPVbdoboJ8", "type": "AUDIO", "name": "assistant_voice", "source": "MICROPHONE", "mimeType": "audio/red", "mid": "1", "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1773060496193351}}, "fromSdp": true}
meallion-livekit  | 2026-03-09T12:48:24.288Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T12:48:24.410Z	WARN	livekit.transport	rtc/transport.go:782	error reading data channel	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER", "label": "_reliable", "error": "[0xc0001e2f00] abort chunk, with following errors: (User Initiated Abort: Close called)"}
meallion-livekit  | 2026-03-09T12:48:24.446Z	WARN	livekit.transport	rtc/transport.go:782	error reading data channel	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "PUBLISHER", "label": "_lossy", "error": "[0xc0001e2f00] abort chunk, with following errors: (User Initiated Abort: Close called)"}
meallion-livekit  | 2026-03-09T12:48:24.521Z	WARN	livekit.transport.pion.mux	mux/mux.go:166	Warning: mux: no endpoint for packet starting with 21, adding to queue size(0)	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "user-lgiakb7", "pID": "PA_UYTBnukkn36t", "remote": false, "transport": "SUBSCRIBER"}
meallion-livekit  | 2026-03-09T12:48:27.169Z	INFO	livekit	rtc/participant.go:1033	participant closing	{"room": "web-1773060473370", "roomID": "RM_V78qrdjzTXbY", "participant": "agent-AJ_HdXYVBiiCvgr", "pID": "PA_JpDBikSFcEg5", "remote": false, "sendLeave": true, "reason": "CLIENT_REQUEST_LEAVE", "isExpectedToResume": false}
meallion-livekit  | 2026-03-09T12:48:27.178Z	INFO	livekit.agents	agent/worker.go:511	job ended	{"workerID": "AW_aRcpTXaPBjZy", "agentName": "", "jobType": "JT_ROOM", "jobID": "AJ_HdXYVBiiCvgr", "status": "JS_FAILED", "error": "agent worker left the room"}
